N;confidence;eps1;eps2;consensus_x;consensus_y;consensus_probabity;simulation_time;cluster_data;simulation_count
50.0;rectangle;0.85;0.35;448.14290564759;451.4229223100684;898.0;4223.0;;900.0
50.0;rectangle;0.85;0.4;451.99937820600223;453.4795734906821;900.0;3668.0;;900.0
50.0;rectangle;0.85;0.45;453.012464025346;450.8233110222329;900.0;3566.0;;900.0
50.0;rectangle;0.85;0.5;450.1182506528315;450.03782874262015;900.0;3051.0;;900.0
50.0;rectangle;0.85;0.55;450.3877544240429;449.4752172427822;900.0;2718.0;;900.0
50.0;rectangle;0.85;0.6;450.03710731386695;447.7433584539596;900.0;2700.0;;900.0
50.0;rectangle;0.85;0.65;450.74651366448575;449.1945551503137;900.0;2700.0;;900.0
50.0;rectangle;0.85;0.7;450.43622200382106;449.6323092967792;900.0;2700.0;;900.0
50.0;rectangle;0.85;0.75;450.2844154120787;451.2629795542044;900.0;2700.0;;900.0
50.0;rectangle;0.85;0.8;447.0671140976914;449.2637411503005;900.0;2700.0;;900.0
50.0;rectangle;0.85;0.85;448.7034316627374;447.6928767065138;900.0;2700.0;;900.0
50.0;rectangle;0.85;0.9;451.16280820817775;450.0831449352541;900.0;2700.0;;900.0
50.0;rectangle;0.85;0.95;448.31279895681;448.8076659750601;900.0;2699.0;;900.0
50.0;rectangle;0.85;1.0;450.2164355385887;451.1910641970151;900.0;2697.0;;900.0
50.0;rectangle;0.9;0.15;0.5330979527908076;0.5559675033357411;1.0;12.0;;900.0
50.0;rectangle;0.9;0.2;35.720412297903785;35.98150633599706;71.0;737.0;;900.0
50.0;rectangle;0.9;0.25;206.8974049538344;205.32145218333443;413.0;3291.0;;900.0
50.0;rectangle;0.9;0.3;401.3078925470582;400.0998205864755;801.0;4931.0;;900.0
50.0;rectangle;0.9;0.35;448.32346158481545;447.4478840311728;896.0;4194.0;;900.0
50.0;rectangle;0.9;0.4;447.6934487422977;446.35189612093984;899.0;3667.0;;900.0
50.0;rectangle;0.9;0.45;450.8837370189621;451.4729446045472;900.0;3553.0;;900.0
50.0;rectangle;0.9;0.5;448.88959851399625;451.4800539169055;900.0;3073.0;;900.0
50.0;rectangle;0.9;0.55;448.9578759181436;451.9857313314874;900.0;2719.0;;900.0
50.0;rectangle;0.9;0.6;448.9790547959711;448.2866166249393;900.0;2700.0;;900.0
50.0;rectangle;0.9;0.65;449.7171844860935;448.7555131665503;900.0;2700.0;;900.0
50.0;rectangle;0.9;0.7;448.76883574808966;450.3947619603538;900.0;2700.0;;900.0
50.0;rectangle;0.9;0.75;449.1992770889741;447.4687087596674;900.0;2700.0;;900.0
50.0;rectangle;0.9;0.8;450.1279249555645;447.479559716598;900.0;2700.0;;900.0
50.0;rectangle;0.9;0.85;449.0100319456184;447.74991540355984;900.0;2700.0;;900.0
50.0;rectangle;0.9;0.9;453.1035559561415;452.4392758123154;900.0;2698.0;;900.0
50.0;rectangle;0.9;0.95;450.0447455879451;448.2054654719973;900.0;2695.0;;900.0
50.0;rectangle;0.9;1.0;450.8996609088787;449.2816853920368;900.0;2673.0;;900.0
50.0;rectangle;0.95;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;rectangle;0.95;0.2;29.811239551011443;29.20283021036329;59.0;599.0;;900.0
50.0;rectangle;0.95;0.25;212.6468720306281;214.55478155990852;426.0;3383.0;;900.0
50.0;rectangle;0.95;0.3;402.9967064209913;403.3293854190763;805.0;4921.0;;900.0
50.0;rectangle;0.95;0.35;448.4601638708234;450.31449197868255;897.0;4170.0;;900.0
50.0;rectangle;0.95;0.4;449.3604607317454;451.9923711816051;900.0;3666.0;;900.0
50.0;rectangle;0.95;0.45;451.0865611440032;451.8083460822156;900.0;3554.0;;900.0
50.0;rectangle;0.95;0.5;451.1696529194897;448.882590178252;900.0;3062.0;;900.0
50.0;rectangle;0.95;0.55;450.9711092831221;451.3174406652344;900.0;2721.0;;900.0
50.0;rectangle;0.95;0.6;450.7618115616949;450.4146491153944;900.0;2700.0;;900.0
50.0;rectangle;0.95;0.65;449.5852050083451;451.1125363159401;900.0;2700.0;;900.0
50.0;rectangle;0.95;0.7;449.7977456141359;448.9114137051966;900.0;2700.0;;900.0
50.0;rectangle;0.95;0.75;450.0734071845192;450.28663044125045;900.0;2700.0;;900.0
50.0;rectangle;0.95;0.8;451.00133560878;449.4345952619887;900.0;2699.0;;900.0
50.0;rectangle;0.95;0.85;451.0021350360164;449.06761217745367;900.0;2696.0;;900.0
50.0;rectangle;0.95;0.9;451.6274491280556;450.7197089523498;900.0;2692.0;;900.0
50.0;rectangle;0.95;0.95;449.6169601029573;450.4541204316713;900.0;2629.0;;900.0
50.0;rectangle;0.95;1.0;449.9582309573485;449.0746697112538;900.0;2443.0;;900.0
50.0;rectangle;1.0;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;rectangle;1.0;0.2;28.355500881981666;27.82219421308894;56.0;582.0;;900.0
50.0;rectangle;1.0;0.25;209.75034634619436;210.37168240543775;419.0;3257.0;;900.0
50.0;rectangle;1.0;0.3;400.66403210156494;402.0491340635379;802.0;4894.0;;900.0
50.0;rectangle;1.0;0.35;449.6680857770897;448.3079620062683;896.0;4186.0;;900.0
50.0;rectangle;1.0;0.4;448.4889698727881;450.34487936675777;900.0;3657.0;;900.0
50.0;rectangle;1.0;0.45;449.52258148571207;451.2084146949385;900.0;3558.0;;900.0
50.0;rectangle;1.0;0.5;451.3740953299572;449.05462673837854;900.0;3036.0;;900.0
50.0;rectangle;1.0;0.55;449.5123111577169;449.054985130005;900.0;2714.0;;900.0
50.0;rectangle;1.0;0.6;448.798031345264;448.8307833324578;900.0;2700.0;;900.0
50.0;rectangle;1.0;0.65;450.8915985690278;451.39125646165263;900.0;2700.0;;900.0
50.0;rectangle;1.0;0.7;449.5581167359264;449.76427259917193;900.0;2700.0;;900.0
50.0;rectangle;1.0;0.75;448.22325524403766;449.2981003060874;900.0;2700.0;;900.0
50.0;rectangle;1.0;0.8;450.9548941711408;451.1002628644726;900.0;2700.0;;900.0
50.0;rectangle;1.0;0.85;448.28040533487126;450.8662641233946;900.0;2700.0;;900.0
50.0;rectangle;1.0;0.9;449.3077647248108;449.3507067314736;900.0;2665.0;;900.0
50.0;rectangle;1.0;0.95;450.9120486146276;449.2694487749229;900.0;2457.0;;900.0
50.0;rectangle;1.0;1.0;450.75809427891136;450.2404381589044;900.0;1800.0;;900.0
50.0;ellipse;0.15;0.6;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.15;0.65;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.15;0.7;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.15;0.75;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.15;0.8;0.3817734886936349;0.512275178713816;1.0;12.0;;900.0
50.0;ellipse;0.15;0.85;0.5478776446440808;0.4969097985805359;1.0;10.0;;900.0
50.0;ellipse;0.15;0.9;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.15;0.95;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.15;1.0;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.2;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.2;0.6;17.286898722338567;17.65479456997918;35.0;394.0;;900.0
50.0;ellipse;0.2;0.65;23.32078111988895;22.90507814925651;46.0;463.0;;900.0
50.0;ellipse;0.2;0.7;16.64997240884194;16.563490559583286;33.0;341.0;;900.0
50.0;ellipse;0.2;0.75;22.82606388481964;22.605813064994678;45.0;508.0;;900.0
50.0;ellipse;0.2;0.8;25.93984060597724;26.40000095631965;52.0;522.0;;900.0
50.0;ellipse;0.2;0.85;25.69455441690162;26.593869968253;53.0;593.0;;900.0
50.0;ellipse;0.2;0.9;32.678900150109165;32.43435332601038;65.0;682.0;;900.0
50.0;ellipse;0.2;0.95;22.53168631496742;21.34688641715828;44.0;442.0;;900.0
50.0;ellipse;0.2;1.0;24.19114320815723;23.032823865273503;47.0;486.0;;900.0
50.0;ellipse;0.25;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.25;0.2;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.25;0.6;174.74842416993496;176.34572332983203;354.0;3061.0;;900.0
50.0;ellipse;0.25;0.65;177.6767300343173;177.51863685903618;354.0;3082.0;;900.0
50.0;ellipse;0.25;0.7;190.4836008113586;188.721722550942;378.0;3300.0;;900.0
50.0;ellipse;0.25;0.75;189.4644345288364;185.80421382975123;375.0;3163.0;;900.0
50.0;ellipse;0.25;0.8;199.4416693607157;197.7459689022802;400.0;3438.0;;900.0
50.0;ellipse;0.25;0.85;191.10281668179303;190.19898730316055;380.0;3126.0;;900.0
50.0;ellipse;0.25;0.9;186.0072997773761;184.50581513242045;370.0;3188.0;;900.0
50.0;ellipse;0.25;0.95;197.25588947403807;197.0277682652043;393.0;3263.0;;900.0
50.0;ellipse;0.25;1.0;186.91291535222052;184.50373413419908;371.0;3256.0;;900.0
50.0;ellipse;0.3;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.3;0.2;0.92325325646261;0.978611142571181;2.0;28.0;;900.0
50.0;ellipse;0.3;0.25;26.87019185018707;26.921558385842506;53.0;596.0;;900.0
50.0;ellipse;0.3;0.6;380.0381498972838;380.09466510550544;760.0;5110.0;;900.0
50.0;ellipse;0.3;0.65;369.5217735778435;369.0025919389242;740.0;5078.0;;900.0
50.0;ellipse;0.3;0.7;383.9713091716376;384.47212356585794;773.0;5209.0;;900.0
50.0;ellipse;0.3;0.75;381.7226309540095;379.9968560136344;763.0;5191.0;;900.0
50.0;ellipse;0.3;0.8;380.66918626329647;380.6403079705887;763.0;5010.0;;900.0
50.0;ellipse;0.3;0.85;385.0197949320397;387.26456554029966;772.0;5093.0;;900.0
50.0;ellipse;0.3;0.9;382.259581226552;383.3942189009312;765.0;4980.0;;900.0
50.0;ellipse;0.3;0.95;386.57403155006347;386.240092364948;770.0;5077.0;;900.0
50.0;ellipse;0.3;1.0;392.8717362753588;393.0651536075328;783.0;5028.0;;900.0
50.0;ellipse;0.35;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.35;0.2;2.950302643853415;2.9926845304441434;6.0;81.0;;900.0
50.0;ellipse;0.35;0.25;65.60810604102632;66.57256331342919;132.0;1391.0;;900.0
50.0;ellipse;0.35;0.3;221.0455207007873;221.2876864679669;442.0;3679.0;;900.0
50.0;ellipse;0.35;0.6;442.0938045700372;439.95896451365337;886.0;4686.0;;900.0
50.0;ellipse;0.35;0.65;441.7729259513625;443.1127167590119;885.0;4673.0;;900.0
50.0;ellipse;0.35;0.7;438.6591229740114;439.9872665249622;879.0;4513.0;;900.0
50.0;ellipse;0.35;0.75;445.0511180332865;444.6313695770225;886.0;4541.0;;900.0
50.0;ellipse;0.35;0.8;445.816754342728;446.5045761103789;894.0;4543.0;;900.0
50.0;ellipse;0.35;0.85;444.2969634215886;444.7088607335899;890.0;4514.0;;900.0
50.0;ellipse;0.35;0.9;444.497615115057;444.1664132571141;888.0;4454.0;;900.0
50.0;ellipse;0.35;0.95;443.1200624839688;445.9969530692484;891.0;4522.0;;900.0
50.0;ellipse;0.35;1.0;448.0229867311447;445.3290518938717;894.0;4479.0;;900.0
50.0;ellipse;0.4;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.4;0.2;10.234859275627322;10.373785315970814;21.0;252.0;;900.0
50.0;ellipse;0.4;0.25;105.64409428835036;106.76271857943954;212.0;2120.0;;900.0
50.0;ellipse;0.4;0.3;308.75786435903194;308.0894378425664;617.0;4772.0;;900.0
50.0;ellipse;0.4;0.35;412.4029157773111;412.6071091564132;826.0;5033.0;;900.0
50.0;ellipse;0.4;0.6;450.4582899207076;450.2268820705267;899.0;3969.0;;900.0
50.0;ellipse;0.4;0.65;450.5403631388064;447.6173933360845;900.0;3871.0;;900.0
50.0;ellipse;0.4;0.7;448.9558266039356;448.96921094921146;899.0;3821.0;;900.0
50.0;ellipse;0.4;0.75;450.1397909497844;449.4702596797623;900.0;3798.0;;900.0
50.0;ellipse;0.4;0.8;450.3514511775962;448.6167449220428;900.0;3812.0;;900.0
50.0;ellipse;0.4;0.85;452.24228615383896;448.15918378878325;900.0;3757.0;;900.0
50.0;ellipse;0.4;0.9;451.8677240084901;448.5412218743626;900.0;3784.0;;900.0
50.0;ellipse;0.4;0.95;448.9929099157364;449.33645679167694;899.0;3758.0;;900.0
50.0;ellipse;0.4;1.0;448.3484560633256;451.0675087012133;899.0;3719.0;;900.0
50.0;ellipse;0.45;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.45;0.2;9.34549820132524;9.437199717319936;19.0;215.0;;900.0
50.0;ellipse;0.45;0.25;140.10619813406635;140.4193629170484;280.0;2631.0;;900.0
50.0;ellipse;0.45;0.3;322.7430531258646;324.31832598654614;648.0;4757.0;;900.0
50.0;ellipse;0.45;0.35;433.3146480202621;432.3202902887514;865.0;4916.0;;900.0
50.0;ellipse;0.45;0.4;447.5570798841836;449.9471693045469;896.0;4371.0;;900.0
50.0;ellipse;0.45;0.6;447.4695504743016;451.1280663390046;900.0;3621.0;;900.0
50.0;ellipse;0.45;0.65;449.04873500168526;448.3820229240605;900.0;3625.0;;900.0
50.0;ellipse;0.45;0.7;448.79644918857525;451.8667140528582;900.0;3623.0;;900.0
50.0;ellipse;0.45;0.75;448.67456832364905;448.98429316686185;900.0;3611.0;;900.0
50.0;ellipse;0.45;0.8;448.8921951757661;449.5299071618752;900.0;3614.0;;900.0
50.0;ellipse;0.45;0.85;450.7746002726004;451.3798689178617;900.0;3605.0;;900.0
50.0;ellipse;0.45;0.9;450.18923157396745;450.86492904721;900.0;3606.0;;900.0
50.0;ellipse;0.45;0.95;450.7485492738835;449.0538321526572;900.0;3603.0;;900.0
50.0;ellipse;0.45;1.0;449.3161560209965;450.2606339294046;900.0;3607.0;;900.0
50.0;ellipse;0.5;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.5;0.2;12.904962737624752;12.813243120453029;25.0;322.0;;900.0
50.0;ellipse;0.5;0.25;154.75552717349845;154.88015172869254;311.0;2827.0;;900.0
50.0;ellipse;0.5;0.3;354.9491473831769;352.9042499389168;703.0;5060.0;;900.0
50.0;ellipse;0.5;0.35;439.34923304557645;435.3175802393648;875.0;4856.0;;900.0
50.0;ellipse;0.5;0.4;447.99248148456974;448.4727803865506;898.0;4194.0;;900.0
50.0;ellipse;0.5;0.45;449.08414641253074;447.1355108457646;899.0;3714.0;;900.0
50.0;ellipse;0.5;0.6;450.61448821635895;448.40167136694646;900.0;3592.0;;900.0
50.0;ellipse;0.5;0.65;450.5663160565776;452.06367535669045;900.0;3566.0;;900.0
50.0;ellipse;0.5;0.7;450.5029949544005;448.96929417884127;900.0;3559.0;;900.0
50.0;ellipse;0.5;0.75;449.18334275535176;449.24063647088377;900.0;3516.0;;900.0
50.0;ellipse;0.5;0.8;448.2309205764045;449.21108961960255;900.0;3489.0;;900.0
50.0;ellipse;0.5;0.85;451.1002117123024;448.74032205050446;900.0;3476.0;;900.0
50.0;ellipse;0.5;0.9;452.47647343713567;450.9350556058992;900.0;3434.0;;900.0
50.0;ellipse;0.5;0.95;450.5978710191165;450.0170344262265;900.0;3436.0;;900.0
50.0;ellipse;0.5;1.0;449.3347587333296;450.65244395169583;900.0;3374.0;;900.0
50.0;ellipse;0.55;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.55;0.2;17.188738860469076;17.288405866145833;34.0;423.0;;900.0
50.0;ellipse;0.55;0.25;165.44383682787603;165.7657341127895;330.0;2865.0;;900.0
50.0;ellipse;0.55;0.3;365.0518931174945;364.2034861682397;732.0;5097.0;;900.0
50.0;ellipse;0.55;0.35;439.4340986581274;440.097657070107;879.0;4750.0;;900.0
50.0;ellipse;0.55;0.4;450.96492616263055;447.5664864680139;900.0;4019.0;;900.0
50.0;ellipse;0.55;0.45;448.96168870618897;452.3457781610913;900.0;3651.0;;900.0
50.0;ellipse;0.55;0.5;450.2042712895004;449.85629616667154;900.0;3600.0;;900.0
50.0;ellipse;0.55;0.6;449.4526033485802;448.50867281025256;900.0;3497.0;;900.0
50.0;ellipse;0.55;0.65;449.9222669588009;452.0909646595268;900.0;3372.0;;900.0
50.0;ellipse;0.55;0.7;448.8411496338084;449.88229474310856;900.0;3190.0;;900.0
50.0;ellipse;0.55;0.75;447.3655988232218;451.5586230767251;900.0;3105.0;;900.0
50.0;ellipse;0.55;0.8;447.4839940500039;449.6847623521111;900.0;2995.0;;900.0
50.0;ellipse;0.55;0.85;450.9921038835074;449.61203258226806;900.0;2950.0;;900.0
50.0;ellipse;0.55;0.9;453.0823389668264;450.2160802428999;900.0;2903.0;;900.0
50.0;ellipse;0.55;0.95;449.5412117115759;448.8333263343309;900.0;2846.0;;900.0
50.0;ellipse;0.55;1.0;453.2804331983206;449.0212845652287;900.0;2845.0;;900.0
50.0;ellipse;0.6;0.15;0.4326192641332045;0.6162824965255034;1.0;13.0;;900.0
50.0;ellipse;0.6;0.2;18.64793093250435;18.37347582900164;37.0;378.0;;900.0
50.0;ellipse;0.6;0.25;186.6964565952628;186.8274265619484;372.0;3315.0;;900.0
50.0;ellipse;0.6;0.3;370.4152424431932;371.68029337344;743.0;5066.0;;900.0
50.0;ellipse;0.6;0.35;439.4651079070918;441.0843085298821;883.0;4733.0;;900.0
50.0;ellipse;0.6;0.4;450.2677379445208;452.28157761312;899.0;3938.0;;900.0
50.0;ellipse;0.6;0.45;448.0175027758469;451.6959646828897;900.0;3636.0;;900.0
50.0;ellipse;0.6;0.5;450.06827981791486;449.91282539459314;900.0;3592.0;;900.0
50.0;ellipse;0.6;0.55;450.4993272664768;448.9435851764082;900.0;3498.0;;900.0
50.0;ellipse;0.6;0.6;449.4186724515988;450.0497741657113;900.0;3215.0;;900.0
50.0;ellipse;0.6;0.65;450.0810902917618;450.8178546883968;900.0;2958.0;;900.0
50.0;ellipse;0.6;0.7;450.0547979462659;451.58912944954255;900.0;2845.0;;900.0
50.0;ellipse;0.6;0.75;452.2141844065491;450.6458317594395;900.0;2755.0;;900.0
50.0;ellipse;0.6;0.8;451.6185826044376;450.2399345171099;900.0;2727.0;;900.0
50.0;ellipse;0.6;0.85;447.6096665173723;451.0510836038615;900.0;2717.0;;900.0
50.0;ellipse;0.6;0.9;450.06098821211856;448.3752774766048;900.0;2708.0;;900.0
50.0;ellipse;0.6;0.95;451.1873668227537;450.7639052653171;900.0;2706.0;;900.0
50.0;ellipse;0.6;1.0;449.9496098580044;449.6236852439519;900.0;2704.0;;900.0
50.0;ellipse;0.65;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.65;0.2;24.15968318289345;23.36912709964866;47.0;493.0;;900.0
50.0;ellipse;0.65;0.25;188.78884649079453;191.23511537600564;379.0;3275.0;;900.0
50.0;ellipse;0.65;0.3;378.152426244283;377.5277473723341;757.0;5157.0;;900.0
50.0;ellipse;0.65;0.35;442.5811469283556;441.2844487223924;888.0;4647.0;;900.0
50.0;ellipse;0.65;0.4;448.6362188945893;450.7614807343388;897.0;3866.0;;900.0
50.0;ellipse;0.65;0.45;449.2896848475922;450.0392468160366;900.0;3622.0;;900.0
50.0;ellipse;0.65;0.5;448.7047013159296;449.40408677148486;900.0;3574.0;;900.0
50.0;ellipse;0.65;0.55;448.83614281685306;450.1093763879149;900.0;3371.0;;900.0
50.0;ellipse;0.65;0.6;452.0134572292321;451.4606815326183;900.0;2972.0;;900.0
50.0;ellipse;0.65;0.65;449.422450360394;450.6889269730629;900.0;2774.0;;900.0
50.0;ellipse;0.65;0.7;451.9274529273191;451.0054310256231;900.0;2711.0;;900.0
50.0;ellipse;0.65;0.75;451.54496073931085;448.70089170362206;900.0;2700.0;;900.0
50.0;ellipse;0.65;0.8;450.0346503102599;451.3893922449727;900.0;2703.0;;900.0
50.0;ellipse;0.65;0.85;450.428593197872;449.66605185796647;900.0;2700.0;;900.0
50.0;ellipse;0.65;0.9;449.44628453811407;450.32158265987664;900.0;2700.0;;900.0
50.0;ellipse;0.65;0.95;452.7481150174792;448.3583441580399;900.0;2700.0;;900.0
50.0;ellipse;0.65;1.0;449.3960197065203;450.8008591999777;900.0;2700.0;;900.0
50.0;ellipse;0.7;0.15;0.5100538422279469;0.39940365174201;1.0;11.0;;900.0
50.0;ellipse;0.7;0.2;24.559866281665634;24.81468329797586;49.0;498.0;;900.0
50.0;ellipse;0.7;0.25;171.12833701654588;172.34183025517538;341.0;2985.0;;900.0
50.0;ellipse;0.7;0.3;370.1495043540119;367.9815825558572;738.0;4953.0;;900.0
50.0;ellipse;0.7;0.35;438.4891932558966;442.2374491108036;880.0;4595.0;;900.0
50.0;ellipse;0.7;0.4;449.6617821534685;450.5135449433542;899.0;3829.0;;900.0
50.0;ellipse;0.7;0.45;449.08723213461633;450.40762442468906;900.0;3617.0;;900.0
50.0;ellipse;0.7;0.5;450.76075418047816;448.26732028856753;900.0;3562.0;;900.0
50.0;ellipse;0.7;0.55;448.9553910209457;450.4350862247641;900.0;3210.0;;900.0
50.0;ellipse;0.7;0.6;446.94740798265394;449.3575334517695;900.0;2817.0;;900.0
50.0;ellipse;0.7;0.65;447.81671575842313;449.8598972013571;900.0;2717.0;;900.0
50.0;ellipse;0.7;0.7;450.3139955811624;451.660064749858;900.0;2702.0;;900.0
50.0;ellipse;0.7;0.75;450.12754953944506;451.2149569334378;900.0;2700.0;;900.0
50.0;ellipse;0.7;0.8;448.36197988379615;449.2446433014489;900.0;2700.0;;900.0
50.0;ellipse;0.7;0.85;452.0084854832729;449.03049395663504;900.0;2700.0;;900.0
50.0;ellipse;0.7;0.9;449.7293396994937;450.6381920557325;900.0;2700.0;;900.0
50.0;ellipse;0.7;0.95;449.92711679853744;451.01441256402535;900.0;2700.0;;900.0
50.0;ellipse;0.7;1.0;450.2916093363693;448.3456138979099;900.0;2700.0;;900.0
50.0;ellipse;0.75;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.75;0.2;22.841753326910517;22.79101764005202;46.0;513.0;;900.0
50.0;ellipse;0.75;0.25;185.7488848505016;184.49759199011976;372.0;3098.0;;900.0
50.0;ellipse;0.75;0.3;376.3830608029588;379.1643666876594;754.0;4972.0;;900.0
50.0;ellipse;0.75;0.35;447.28335419966464;448.9301520943977;892.0;4594.0;;900.0
50.0;ellipse;0.75;0.4;450.0481659182927;451.9306005919767;900.0;3790.0;;900.0
50.0;ellipse;0.75;0.45;449.3845575768223;452.0933223153244;900.0;3611.0;;900.0
50.0;ellipse;0.75;0.5;449.4899278022679;447.70648855878426;900.0;3541.0;;900.0
50.0;ellipse;0.75;0.55;452.3562088896077;450.3619492367989;900.0;3088.0;;900.0
50.0;ellipse;0.75;0.6;449.664592198622;449.9215703303231;900.0;2753.0;;900.0
50.0;ellipse;0.75;0.65;449.7074335731433;448.09052095373335;900.0;2702.0;;900.0
50.0;ellipse;0.75;0.7;449.6728319875012;450.5412053337789;900.0;2700.0;;900.0
50.0;ellipse;0.75;0.75;450.716068853184;451.1786411942537;900.0;2700.0;;900.0
50.0;ellipse;0.75;0.8;451.45898960992633;448.62064420071465;900.0;2700.0;;900.0
50.0;ellipse;0.75;0.85;448.26209212628777;450.4014223330721;900.0;2700.0;;900.0
50.0;ellipse;0.75;0.9;451.4612119505339;449.3204855455573;900.0;2700.0;;900.0
50.0;ellipse;0.75;0.95;451.84327670252014;450.32253791724895;900.0;2700.0;;900.0
50.0;ellipse;0.75;1.0;451.1304520443791;449.5951866321868;900.0;2700.0;;900.0
50.0;ellipse;0.8;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.8;0.2;23.477943148705396;23.514767061468845;47.0;493.0;;900.0
50.0;ellipse;0.8;0.25;176.0305414413565;174.174877388094;350.0;2963.0;;900.0
50.0;ellipse;0.8;0.3;395.8919890525909;398.5284252667595;793.0;5245.0;;900.0
50.0;ellipse;0.8;0.35;447.6739373946728;447.3552173716161;893.0;4634.0;;900.0
50.0;ellipse;0.8;0.4;448.2492999288356;449.5807045502579;900.0;3792.0;;900.0
50.0;ellipse;0.8;0.45;449.9486966024448;447.5891849675511;900.0;3616.0;;900.0
50.0;ellipse;0.8;0.5;451.59904391790445;451.85533499551474;900.0;3500.0;;900.0
50.0;ellipse;0.8;0.55;449.6182110268135;450.8372756632785;900.0;2998.0;;900.0
50.0;ellipse;0.8;0.6;450.7519263718506;451.4817359140933;900.0;2722.0;;900.0
50.0;ellipse;0.8;0.65;449.5769104657044;450.5669918202519;900.0;2700.0;;900.0
50.0;ellipse;0.8;0.7;449.749327564051;449.7205115180529;900.0;2700.0;;900.0
50.0;ellipse;0.8;0.75;451.8570035460647;450.99500079589694;900.0;2700.0;;900.0
50.0;ellipse;0.8;0.8;449.3860296987072;447.62423000836753;900.0;2700.0;;900.0
50.0;ellipse;0.8;0.85;446.4690807138895;449.1226530376823;900.0;2700.0;;900.0
50.0;ellipse;0.8;0.9;451.44433290585937;448.4982358894568;900.0;2700.0;;900.0
50.0;ellipse;0.8;0.95;446.77418132148176;449.59658457294574;900.0;2700.0;;900.0
50.0;ellipse;0.8;1.0;450.40828914254746;450.1420582450157;900.0;2700.0;;900.0
50.0;ellipse;0.85;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.85;0.2;30.214561496116584;29.55671315733609;59.0;636.0;;900.0
50.0;ellipse;0.85;0.25;193.2856994921142;196.0659026642098;391.0;3345.0;;900.0
50.0;ellipse;0.85;0.3;390.6195632784305;388.5018637319968;779.0;5148.0;;900.0
50.0;ellipse;0.85;0.35;446.0138448148834;443.031922488448;889.0;4481.0;;900.0
50.0;ellipse;0.85;0.4;450.9125803591176;451.8885226380287;899.0;3775.0;;900.0
50.0;ellipse;0.85;0.45;448.5878487655246;448.4624074809592;900.0;3610.0;;900.0
50.0;ellipse;0.85;0.5;450.4937292758386;451.4157436674039;900.0;3468.0;;900.0
50.0;ellipse;0.85;0.55;449.94291617830856;450.8659466067608;900.0;2958.0;;900.0
50.0;ellipse;0.85;0.6;450.9876625573659;451.6900620544823;900.0;2714.0;;900.0
50.0;ellipse;0.85;0.65;449.5985914819248;450.5331768129912;900.0;2700.0;;900.0
50.0;ellipse;0.85;0.7;450.4685502313162;448.89356203084776;900.0;2700.0;;900.0
50.0;ellipse;0.85;0.75;449.393924267327;447.886956073088;900.0;2700.0;;900.0
50.0;ellipse;0.85;0.8;446.8002722721586;449.04629439564906;900.0;2700.0;;900.0
50.0;ellipse;0.85;0.85;450.55936308373686;448.46156001435867;900.0;2700.0;;900.0
50.0;ellipse;0.85;0.9;450.3493718704273;452.2965644836414;900.0;2700.0;;900.0
50.0;ellipse;0.85;0.95;448.1259952954355;449.0782046001744;900.0;2700.0;;900.0
50.0;ellipse;0.85;1.0;448.0121104769564;448.908267736928;900.0;2700.0;;900.0
50.0;ellipse;0.9;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.9;0.2;22.695162204347323;22.524838596034154;46.0;476.0;;900.0
50.0;ellipse;0.9;0.25;186.3851536339936;185.6569472882916;373.0;3074.0;;900.0
50.0;ellipse;0.9;0.3;387.90352087848527;388.6024477607402;777.0;5129.0;;900.0
50.0;ellipse;0.9;0.35;445.9626688995229;446.9880668669026;892.0;4468.0;;900.0
50.0;ellipse;0.9;0.4;450.6177185884381;449.50348434809047;900.0;3766.0;;900.0
50.0;ellipse;0.9;0.45;450.4110079063788;448.9174103758993;900.0;3601.0;;900.0
50.0;ellipse;0.9;0.5;450.959104384482;448.9720847848086;900.0;3443.0;;900.0
50.0;ellipse;0.9;0.55;449.744244942116;451.3352757606255;900.0;2929.0;;900.0
